Make,Model,Price,Year,Kilometer,Fuel Type,Transmission,Location,Color,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Class
Maruti Suzuki,Celerio VXi AMT,395000,2014,47884,Petrol,Automatic,Pune,Red,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3600,1600,1560,5,35,First
Skoda,Octavia 1.8 TSI Style Plus AT [2017],1390000,2017,56000,Petrol,Automatic,Navi Mumbai,White,Individual,1798 cc,177 bhp @ 5100 rpm,250 Nm @ 1250 rpm,FWD,4670,1814,1476,5,50,First
Honda,City 1.5 V MT,365000,2010,58424,Petrol,Manual,Hyderabad,Gold,Individual,1497 cc,118@6600,146@4600,FWD,4420,1695,1480,5,42,First
Hyundai,Xcent S 1.1 CRDi Special Edition,451000,2017,55000,Diesel,Manual,Ahmedabad,White,Individual,1120 cc,71 bhp @ 4000 rpm,180 Nm @ 1750 rpm,FWD,3995,1660,1520,5,43,First
Maruti Suzuki,Zen LX,130000,1996,100000,Petrol,Manual,Coimbatore,White,Individual,,,,,,,,,,Second
Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],2150000,2017,45000,Diesel,Automatic,Mumbai,Grey,Individual,2755 cc,172 bhp @ 3400 rpm,360 Nm @ 1200 rpm,RWD,4735,1830,1795,7,55,First
Maruti Suzuki,Ritz Ldi BS-IV,195000,2011,75000,Diesel,Manual,Kanpur,White,Individual,1248 cc,75@4000,190@2000,,3715,1680,1620,5,43,First
Skoda,Rapid 1.6 MPI Active,880000,2018,47000,Petrol,Manual,Coimbatore,White,Individual,1598 cc,104 bhp @ 5250 rpm,153 Nm @ 3800 rpm,FWD,4386,1699,1466,5,55,First
Hyundai,Verna Fluidic 1.6 VTVT SX Opt AT,1180000,2019,38000,Petrol,Automatic,Bangalore,White,Individual,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD,4370,1700,1475,5,43,First
Maruti Suzuki,Alto 800 Lxi,285000,2016,17000,Petrol,Manual,Lucknow,White,Individual,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395,1490,1475,5,35,First
BMW,X5 xDrive 30d,7998999,2020,20000,Diesel,Automatic,Kolkata,Grey,Individual,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD,4886,1938,1762,7,,First
Hyundai,Verna 1.6 CRDI SX,925000,2018,925000,Diesel,Manual,Karnal,White,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4375,1700,1475,5,43,First
Ford,Aspire Titanium1.5 TDCi [2018-2020],675000,2019,35000,Diesel,Manual,Bhopal,White,Individual,1498 cc,99 bhp @ 3750 rpm,215 Nm @ 1750 rpm,FWD,3995,1704,1525,5,40,First
MINI,Cooper D 5 Door,2500000,2015,34303,Diesel,Automatic,Bangalore,Yellow,Individual,1496 cc,114 bhp @ 4000 rpm,270 Nm @ 1750 rpm,FWD,3982,1727,1425,5,44,Second
Audi,A6 35 TDI Matrix,3675000,2019,34000,Diesel,Automatic,Ghaziabad,Black,Individual,1968 cc,190 bhp @ 3800 rpm,400 Nm @ 1750 rpm,FWD,4933,1874,1455,5,75,First
Hyundai,Alcazar Signature (O) 7 Seater 1.5 Diesel AT,2400000,2022,8000,Diesel,Automatic,Hyderabad,White,Individual,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,4500,1790,1675,7,50,First
Kia,Seltos HTK 1.5 Diesel [2020-2021],1300000,2020,27000,Diesel,Manual,Jaipur,Silver,Individual,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,4315,1800,1645,5,50,First
Hyundai,Grand i10 NIOS Sportz AMT 1.2 Kappa VTVT,825000,2021,6600,Petrol,Automatic,Hyderabad,Blue,Individual,1197 cc,82 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3805,1680,1520,5,37,First
Toyota,Innova 2.5 GX BS IV 8 STR,899000,2015,125000,Diesel,Manual,Mumbai,Silver,Individual,2494 cc,101 bhp @ 3600 rpm,200 Nm @ 1200 rpm,RWD,4585,1765,1760,8,55,Third
Maruti Suzuki,Alto 800 VXi,409999,2021,13424,Petrol,Manual,Ranga Reddy,Silver,Individual,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3445,1515,1475,5,35,First
Maruti Suzuki,Alto 800 Lxi CNG,289000,2015,78000,CNG,Manual,Mumbai,White,Individual,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395,1490,1475,5,35,First
Maruti Suzuki,Alto LXi,280000,2011,69276,Petrol,Manual,Hyderabad,Gold,Individual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3620,1475,1460,5,35,First
Hyundai,Verna SX (O) 1.6 CRDi,811999,2017,31000,Diesel,Manual,Kolkata,White,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD,4440,1729,1475,5,45,First
BMW,5-Series 530d M Sport [2017-2019],5400000,2017,33000,Diesel,Automatic,Bangalore,White,Individual,2993 cc,261 bhp @ 4000 rpm,620 Nm @ 2000 rpm,RWD,4936,1868,1479,4,78,Second
Maruti Suzuki,Wagon R LXi,220000,2012,54000,Petrol,Manual,Agra,Brown,Individual,998 cc,68@6200,90@3500,,3539,1475,1700,5,35,First
Volkswagen,Polo Highline1.5L (D),625000,2014,54000,Diesel,Manual,Bangalore,Grey,Individual,1498 cc,89 bhp @ 4200 rpm,230 Nm @ 1500 rpm,FWD,3971,1682,1469,5,45,First
Maruti Suzuki,Vitara Brezza ZDi,725000,2017,75000,Diesel,Manual,Ambala Cantt,White,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995,1790,1640,5,48,First
BMW,X3 20d M Sport,4195000,2017,63651,Diesel,Automatic,Bangalore,White,Individual,1995 cc,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,AWD,4657,1881,1678,5,67,First
Audi,Q3 35 TDI Premium Plus + Sunroof,1450000,2014,71796,Diesel,Automatic,Bangalore,Blue,Individual,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4385,1831,1608,5,64,Third
Nissan,Terrano XE (D),425000,2014,74000,Diesel,Manual,Gurgaon,Silver,Individual,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD,4331,1822,1671,5,50,Second
Hyundai,Eon Sportz,250000,2013,82461,Petrol,Manual,Hyderabad,Red,Individual,814 cc,55 bhp @ 5500 rpm,75 Nm @ 4000 rpm,FWD,3495,1550,1500,5,32,First
Maruti Suzuki,DZire VDi,800000,2018,66000,Diesel,Manual,Pune,Gold,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995,1735,1515,5,37,First
Mahindra,Scorpio S10,875000,2015,87000,Diesel,Manual,Varanasi,White,Individual,2179 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD,4456,1820,1995,8,60,First
Mercedes-Benz,GLA 200 d Sport,2275000,2016,61109,Diesel,Automatic,Bangalore,Brown,Individual,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,FWD,4424,1804,1494,5,50,Second
Tata,Tiago NRG Petrol,525000,2019,32000,Petrol,Manual,Noida,Bronze,Individual,1199 cc,84 bhp @ 6000 rpm,114 Nm @ 3500 rpm,FWD,3793,1665,1587,5,35,First
Mercedes-Benz,S-Class S 450,20000000,2021,6600,Petrol,Automatic,Delhi,White,Individual,2996 cc,362 bhp @ 5250 rpm,500 Nm @ 1800 rpm,RWD,5246,1899,1494,5,80,First
Mahindra,Thar LX 4-STR Hard Top Petrol MT,1520000,2021,14000,Petrol,Manual,Delhi,Brown,Individual,1997 cc,150 bhp @ 5000 rpm,300 Nm @ 1250 rpm,AWD,3985,1820,1844,4,57,First
Hyundai,i10 Magna,170000,2009,135797,Petrol,Manual,Lucknow,Silver,Individual,1086 cc,67@5500,99@2800,FWD,3565,1595,1550,5,35,Second
Ford,Endeavour Titanium Plus 3.2 4x4 AT,3300000,2019,42475,Diesel,Automatic,Pune,Silver,Individual,3198 cc,197 bhp @ 3000 rpm,470 Nm @ 1750 rpm,AWD,4903,1869,1837,7,80,First
Maruti Suzuki,Celerio ZXi AMT [2017-2019],575000,2018,27239,Petrol,Automatic,Bangalore,Orange,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3600,1600,1560,5,35,First
Chevrolet,Spark LS 1.0 BS-III,190000,2013,66000,Petrol,Manual,Lucknow,White,Individual,995 cc,62 bhp @ 5400 rpm,90 Nm @ 4200 rpm,FWD,3495,1495,1518,5,38,First
Hyundai,Grand i10 NIOS Sportz 1.2 Kappa VTVT,755000,2022,2272,Petrol,Manual,Hyderabad,White,Individual,1197 cc,82 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3805,1680,1520,5,37,First
Honda,CR-V 2.0L 2WD AT,1130000,2015,50000,Petrol,Automatic,Mumbai,Brown,Individual,1997 cc,154 bhp @ 6500 rpm,190 Nm @ 4300 rpm,FWD,4545,1820,1685,5,58,First
Maruti Suzuki,Alto VXI,316000,2019,17491,Petrol,Manual,Kolkata,Others,Individual,,,,,,,,,,First
Maruti Suzuki,Swift DZire LXI,610000,2017,38674,Petrol,Manual,Navi Mumbai,Red,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995,1695,1555,5,42,First
Audi,Q3 35 TDI Premium Plus + Sunroof,1875000,2016,40000,Diesel,Automatic,Delhi,White,Individual,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4385,1831,1608,5,64,First
Maruti Suzuki,Alto 800 Lxi CNG,480000,2021,14000,CNG,Manual,Mohali,Grey,Individual,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395,1490,1475,5,35,First
Renault,Kwid 1.0 RXL [2017-2019],365000,2019,32000,Petrol,Manual,Mumbai,Brown,Individual,999 cc,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD,3679,1579,1478,5,28,First
Hyundai,i20 Magna 1.2,250000,2012,72000,Petrol,Manual,Mumbai,White,Individual,,,,,,,,,,Third
Ford,Ecosport Titanium+ 1.5L TDCi,745000,2017,82000,Diesel,Manual,Jaipur,White,Individual,1498 cc,99 bhp @ 3750 rpm,205 Nm @ 1750 rpm,FWD,3999,1765,1708,5,52,First
Mercedes-Benz,B-class B180 Sports,1150000,2013,52000,Petrol,Automatic,Delhi,Silver,Individual,1595 cc,120 bhp @ 5000 rpm,200 Nm @ 1250 rpm,FWD,4359,2010,1557,5,50,Second
MG,ZS EV Exclusive [2020-2021],2100000,2020,38500,Electric,Automatic,Delhi,Blue,Individual,,,,FWD,4314,1809,1620,5,,First
Hyundai,Xcent SX 1.1 CRDi (O),200000,2014,56000,Diesel,Manual,Delhi,White,Individual,1120 cc,71 bhp @ 4000 rpm,180 Nm @ 1750 rpm,FWD,3995,1660,1520,5,43,Third
Honda,City VX CVT,775000,2016,42000,Petrol,Automatic,Mumbai,Brown,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440,1695,1495,5,40,First
Hyundai,Creta SX Plus 1.6  Petrol,860000,2016,57983,Petrol,Manual,Mumbai,White,Individual,1591 cc,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,FWD,4270,1780,1630,5,60,First
Audi,A3 35 TFSI Premium Plus,2089999,2018,15600,Petrol,Automatic,Lucknow,White,Corporate,1395 cc,148 bhp @ 5000 rpm,250 Nm @ 1500 rpm,FWD,4456,1796,1416,5,50,First
Hyundai,Verna 1.6 CRDI SX,1100000,2019,26000,Diesel,Manual,Patna,White,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4375,1700,1475,5,43,First
Maruti Suzuki,Swift DZire VDI,260000,2011,90000,Diesel,Manual,Chandigarh,White,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995,1695,1555,5,42,Second
Mercedes-Benz,E-Class E 250 CDI Avantgarde,2690000,2016,43323,Diesel,Automatic,Chandigarh,Silver,Individual,2143 cc,204 bhp @ 4200 rpm,500 Nm @ 1600 rpm,RWD,4879,1854,1474,5,80,Second
Skoda,Octavia 2.0 TDI L&K,1400000,2020,94182,Diesel,Automatic,Kanpur,Grey,Individual,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD,4670,1814,1476,5,50,First
Hyundai,Santro Sportz [2018-2020],515000,2022,3395,Petrol,Manual,Ludhiana,Others,Individual,1086 cc,68 bhp @ 5500 rpm,99 Nm @ 4500 rpm,FWD,3610,1645,1560,5,35,First
Maruti Suzuki,Ertiga VDi,600000,2014,53213,Diesel,Manual,Patna,White,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4265,1695,1685,7,45,First
Ford,Endeavour Titanium 3.2 4x4 AT,2000000,2017,93000,Diesel,Automatic,Ahmedabad,White,Individual,3198 cc,197 bhp @ 3000 rpm,470 Nm @ 1750 rpm,AWD,4892,1860,1837,7,80,First
Jaguar,XE Prestige Diesel,2850000,2018,45000,Diesel,Automatic,Dehradun,White,Individual,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,RWD,4795,1967,1416,5,56,First
Toyota,Fortuner 2.8 4x4 AT [2016-2020],3200000,2017,110000,Diesel,Automatic,Chandigarh,Grey,Individual,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,AWD,4795,1855,1835,7,80,First
Toyota,Corolla Altis GL Petrol,1075000,2016,70000,Petrol,Manual,Delhi,White,Individual,1798 cc,138 bhp @ 6400 rpm,173 Nm @ 4000 rpm,FWD,4620,1775,1475,5,55,First
Tata,Altroz XT Petrol,575000,2020,40000,Petrol,Manual,Kolkata,White,Individual,1199 cc,85 bhp @ 6000 rpm,113 Nm @ 3300 rpm,FWD,3990,1755,1523,5,37,First
Volvo,XC40 D4 R-Design,3950000,2018,52000,Diesel,Automatic,Bangalore,White,Individual,1969 cc,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,AWD,4425,1863,1652,5,54,First
Maruti Suzuki,Ciaz Delta Hybrid 1.5 [2018-2020],750000,2019,6200,Petrol,Manual,Mumbai,Blue,Individual,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,4490,1730,1485,5,43,First
Honda,WR-V VX MT Diesel,755000,2017,75650,Diesel,Manual,Thane,White,Individual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,3999,1734,1601,5,40,First
Hyundai,i10 Sportz 1.2,190000,2010,60000,Petrol,Manual,Roorkee,White,Individual,1197 cc,80@5200,111@4000,FWD,3565,1595,1550,5,35,Third
Maruti Suzuki,Swift DZire VDI,425000,2014,89000,Diesel,Manual,Lucknow,White,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995,1695,1555,5,42,First
Porsche,Cayenne 3.2 V6 Petrol,3600000,2014,43000,Petrol,Automatic,Mumbai,White,Individual,,,,,,,,,,Second
Maruti Suzuki,Alto 800 Lxi CNG,390000,2019,56000,CNG,Manual,Ahmedabad,White,Individual,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395,1490,1475,5,35,First
Hyundai,Verna 1.6 CRDI SX,855000,2017,57000,Diesel,Manual,Bangalore,Grey,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4375,1700,1475,5,43,Second
Hyundai,Eon Era +,225000,2012,56000,Petrol,Manual,Meerut,Grey,Individual,814 cc,55 bhp @ 5500 rpm,75 Nm @ 4000 rpm,FWD,3495,1550,1500,5,32,First
Audi,A6 35 TDI Matrix,2425000,2016,60000,Diesel,Automatic,Mumbai,White,Individual,1968 cc,190 bhp @ 3800 rpm,400 Nm @ 1750 rpm,FWD,4933,1874,1455,5,75,First
Mahindra,Scorpio S9 2WD 7 STR,1270000,2019,61805,Diesel,Manual,Guwahati,White,Individual,2179 cc,140 bhp @ 3750 rpm,320 Nm @ 1500 rpm,RWD,4456,1820,1995,7,60,First
Maruti Suzuki,Wagon R LXI CNG (O),325000,2014,58000,CNG,Manual,Delhi,Red,Individual,998 cc,58 bhp @ 6200 rpm,77 Nm @ 3500 rpm,FWD,3599,1495,1700,5,35,Second
Tata,Nexon XM,750000,2019,33000,Petrol,Manual,Delhi,Silver,Individual,1198 cc,108 bhp @ 5000 rpm,170 Nm @ 1750 rpm,FWD,3994,1811,1607,5,44,First
Honda,City CVT,185000,2008,70000,Petrol,Automatic,Lucknow,White,Individual,1497 cc,78@5500,125@2700,,4390,1690,1495,5,42,Second
Maruti Suzuki,Celerio ZXi AMT [2019-2020],450000,2014,48000,Petrol,Automatic,Mumbai,Silver,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3695,1600,1560,5,35,First
MG,Hector Sharp 2.0 Diesel [2019-2020],1710000,2020,12400,Diesel,Manual,Mohali,Grey,Individual,1956 cc,169 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,4655,1835,1760,5,60,First
Mahindra,Bolero Power Plus ZLX [2016-2019],665000,2017,92000,Diesel,Manual,Lucknow,Green,Individual,1493 cc,70 bhp @ 3600 rpm,195 Nm @ 1400 rpm,RWD,3995,1745,1880,7,,First
Hyundai,Creta 1.6 SX (O),871000,2015,64000,Diesel,Manual,Ahmedabad,White,Individual,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,4270,1780,1630,5,60,First
Maruti Suzuki,Wagon R LXI CNG (O),625000,2021,18000,CNG,Manual,Delhi,Silver,Individual,998 cc,58 bhp @ 6200 rpm,77 Nm @ 3500 rpm,FWD,3599,1495,1700,5,35,First
Mahindra,KUV100 K6 D 6 STR [2016-2017],495000,2016,53376,Diesel,Manual,Bangalore,Orange,Individual,1198 cc,77 bhp @ 3750 rpm,190 Nm @ 1750 rpm,FWD,3675,1715,1655,6,35,First
Honda,City V Diesel,600000,2016,70000,Diesel,Manual,Kanpur,Silver,Individual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,4440,1695,1495,5,40,First
Mahindra,Bolero Power Plus ZLX,875000,2019,70000,Diesel,Manual,Dak. Kannada,White,Individual,1493 cc,70 bhp @ 3600 rpm,195 Nm @ 1400 rpm,RWD,3995,1745,1880,7,,Second
Hyundai,Verna Fluidic 1.6 CRDi SX,595000,2014,65123,Diesel,Manual,Patna,Black,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4370,1700,1475,5,43,First
Honda,Amaze 1.2 S i-VTEC,425000,2014,58600,Petrol,Manual,Pune,Red,Individual,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,3990,1680,1505,5,35,First
Hyundai,Venue SX (O) 1.0 Turbo iMT,1050000,2021,7500,Petrol,Manual,Hyderabad,Blue,Individual,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,3995,1770,1605,5,45,First
Hyundai,Creta SX 1.6 CRDi,1299000,2019,39000,Diesel,Manual,Mumbai,White,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD,4270,1780,1665,5,55,First
Hyundai,i10 Magna,175000,2009,23000,Petrol,Manual,Mumbai,Red,Individual,1086 cc,67@5500,99@2800,FWD,3565,1595,1550,5,35,First
Maruti Suzuki,XL6 Zeta MT Petrol,994999,2019,27900,Petrol,Manual,Mumbai,Brown,Individual,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,4445,1775,1700,6,45,First
Maruti Suzuki,Ertiga VXI CNG,1025000,2019,42000,CNG,Manual,Delhi,Brown,Individual,1373 cc,94 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4296,1695,1685,7,45,First
BMW,X5 xDrive 30d,4175000,2016,27011,Diesel,Automatic,Karnal,White,Individual,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD,4886,1938,1762,7,,Second
Renault,Kwid 1.0 RXT [2016-2019],265000,2016,122000,Petrol,Manual,Coimbatore,Red,Individual,999 cc,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD,3679,1579,1478,5,28,First
Maruti Suzuki,Baleno Sigma 1.2,475000,2015,48000,Petrol,Manual,Navi Mumbai,Grey,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995,1745,1500,5,37,First
Hyundai,Elite i20 Sportz 1.2 (O),660000,2018,9000,Petrol,Manual,Mumbai,Grey,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985,1734,1505,5,45,First
Renault,Kwid 1.0 RXT AMT Opt,490000,2019,32000,Petrol,Automatic,Coimbatore,Bronze,Individual,999 cc,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD,3679,1579,1478,5,28,First
Toyota,Innova 2.7 GX AT 7 STR [2016-2020],1950000,2018,54000,Petrol,Automatic,Mumbai,Silver,Individual,2694 cc,164 bhp @ 5200 rpm,245 Nm @ 4000 rpm,RWD,4735,1830,1795,7,65,First
Nissan,Sunny XL,315000,2012,57000,Petrol,Manual,Amritsar,White,Individual,1498 cc,98 bhp @ 6000 rpm,134 Nm @ 4000 rpm,FWD,4425,1695,1505,5,41,First
Mercedes-Benz,GLE 250 d,4190000,2017,90000,Diesel,Automatic,Ludhiana,Black,Individual,2143 cc,201 bhp @ 3800 rpm,500 Nm @ 1600 rpm,AWD,4819,2141,1796,5,93,First
Honda,Brio S MT,341000,2016,49000,Petrol,Manual,Mumbai,White,Individual,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,3610,1680,1500,5,35,First
Maruti Suzuki,Vitara Brezza ZDi Plus,950000,2018,71000,Diesel,Manual,Udupi,White,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995,1790,1640,5,48,Second
Maruti Suzuki,Swift VXi,409999,2014,20000,Petrol,Manual,Mumbai,Grey,Individual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42,Second
Maruti Suzuki,Wagon R LXi,290000,2012,12300,Petrol,Manual,Mumbai,Blue,Individual,998 cc,68@6200,90@3500,,3539,1475,1700,5,35,First
Maruti Suzuki,Ciaz Zeta 1.3 Hybrid,1050000,2021,5000,Diesel,Manual,Lucknow,White,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4490,1730,1485,5,43,First
Maruti Suzuki,Swift VXi,365000,2013,68000,Petrol,Manual,Mumbai,Blue,Individual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42,First
Mercedes-Benz,CLA 200 D Urban Sport,3100000,2019,17000,Diesel,Automatic,Delhi,Red,Individual,2143 cc,136 bhp @ 3200 rpm,300 Nm @ 1400 rpm,FWD,4630,1777,1432,5,56,First
Mahindra,Thar LX 4-STR Hard Top Diesel AT,1875000,2022,15000,Diesel,Automatic,Delhi,Grey,Individual,2184 cc,130 bhp @ 3750 rpm,300 Nm @ 1600 rpm,AWD,3985,1820,1844,4,57,First
Land Rover,Discovery Sport HSE Petrol 7-Seater,5100000,2019,24444,Petrol,Automatic,Bangalore,Blue,Individual,1999 cc,236 bhp @ 5500 rpm,340 Nm @ 1750 rpm,AWD,4600,2069,1724,7,65,Second
Ford,Ecosport Titanium 1.5 TDCi,595000,2015,43000,Diesel,Manual,Mumbai,Silver,Individual,1498 cc,89 bhp @ 3750 rpm,204 Nm @ 2000 rpm,FWD,3999,1765,1708,5,52,First
Mercedes-Benz,E-Class E 220d Exclusive [2019-2019],5200000,2020,18000,Diesel,Automatic,Noida,White,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,5063,1860,1494,5,80,First
Land Rover,Range Rover Sport SDV6 SE,6000000,2014,82000,Diesel,Automatic,Ludhiana,White,Individual,2993 cc,289 bhp @ 4000 rpm,600 Nm @ 2000 rpm,AWD,4879,2073,1780,5,77,First
Mercedes-Benz,GLE 250 d,5775000,2019,57000,Diesel,Automatic,Dehradun,Black,Individual,2143 cc,201 bhp @ 3800 rpm,500 Nm @ 1600 rpm,AWD,4819,2141,1796,5,93,First
Mercedes-Benz,C-Class C200 Progressive,4975000,2021,2610,Petrol,Automatic,Bangalore,White,Individual,1991 cc,201 bhp @ 5800 rpm,300 Nm @ 1200 rpm,RWD,4686,1810,1442,5,66,First
Maruti Suzuki,Ciaz VDi+ SHVS,650000,2017,92000,Diesel,Manual,Jalandhar,White,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4490,1730,1485,5,43,Second
Maruti Suzuki,Ignis Zeta 1.2 AMT,521000,2017,40879,Petrol,Automatic,Mumbai,Red,Individual,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD,3700,1690,1595,5,32,First
Ford,Ecosport Titanium 1.5L TDCi,570000,2016,80000,Diesel,Manual,Gurgaon,Black,Individual,1498 cc,99 bhp @ 3750 rpm,205 Nm @ 1750 rpm,FWD,3999,1765,1708,5,52,First
Maruti Suzuki,Ritz Ldi BS-IV,160000,2011,89000,Diesel,Manual,Dehradun,Maroon,Individual,1248 cc,75@4000,190@2000,,3715,1680,1620,5,43,Second
BMW,X5 xDrive 30d M Sport,5500000,2017,68690,Diesel,Automatic,Hyderabad,Blue,Corporate,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD,4886,1938,1762,5,,First
Renault,Kwid 1.0 RXT [2016-2019],299000,2018,19000,Petrol,Manual,Kolkata,Red,Individual,999 cc,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD,3679,1579,1478,5,28,First
Skoda,Rapid Ambition 1.6 TDI CR MT,350000,2012,130000,Diesel,Manual,Nashik,White,Individual,1598 cc,105 bhp @ 4400 rpm,250 Nm @ 2500 rpm,FWD,4386,1699,1466,5,55,First
Maruti Suzuki,Swift DZire VDI,575000,2017,35000,Diesel,Manual,Patna,White,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995,1695,1555,5,42,First
Honda,Brio VX AT,335000,2013,64418,Petrol,Automatic,Mumbai,Silver,Individual,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,3610,1680,1500,5,35,Second
Hyundai,Grand i10 Sportz 1.2 Kappa VTVT [2016-2017],480000,2019,10265,Petrol,Manual,Hyderabad,Grey,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43,First
Maruti Suzuki,Wagon R LXi 1.0 CNG,675000,2021,15000,CNG,Manual,Pune,White,Individual,998 cc,58 bhp @ 5500 rpm,78 Nm @ 3500 rpm,FWD,3655,1620,1675,5,60,First
Ford,Fiesta Titanium Diesel,350000,2012,85000,Diesel,Manual,Jaipur,Silver,Individual,1498 cc,89 bhp @ 3750 rpm,204 Nm @ 2000 rpm,FWD,4320,1764,1486,5,40,First
Mercedes-Benz,GLA 200 d Style,2500000,2018,90000,Diesel,Automatic,Mumbai,Bronze,Individual,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,FWD,4424,1804,1494,5,50,Second
Maruti Suzuki,Wagon R LXi CNG,260000,2013,89000,CNG,Manual,Lucknow,Silver,Individual,998 cc,59@6200,77@3500,,3539,1475,1700,5,35,First
